Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;;
Rio Grande do Norte;Potiguar;7-LPX-19D-RN;7LPX19DRN;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4861000400098;2023/03;14,5601;0,0000;14,5601;8,8457;0,0000;8,8457;273,86700;348,2650;Estação Coletora Central de Leste de Poço Xavier;INSTALACAO EMB/DESEMB;695;;;;< ºC;%;;%;> ºC;%;81,34797;7,50709;5,98343;1,16204;1,78897;0,46928;0,48441;0,27841;0,1208;0,0387;0,0017;0;0;0,0057;0,7863;0,0252;2,02953;531,587;39809,2566;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-974-RN;7CAM974RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;4,8758;0,0000;4,8758;0,0550;0,0000;0,0550;1,68700;1.139,0288;Estação Coletora Canto do Amaro L;INSTALACAO EMB/DESEMB;733;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PJ-29-RN;7PJ29RN;PAJEÚ;Potiguar E&P S.A.;480000038139701;2023/03;7,0062;0,0000;7,0062;0,0089;0,0000;0,0089;0,27600;620,6257;Estação Coletora de Pajeú;INSTALACAO EMB/DESEMB;742;;;;< ºC;%;;%;> ºC;%;63,168;0,2304;0,394;1,2512;2,5625;1,4352;1,5261;1,0473;0,4742;0,1628;0,0149;0;0;0,3059;23,7638;3,6637;2,36904;572,18378;26309,0136;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-796D-RN;7ARG796DRN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;8,2871;0,0000;8,2871;0,0051;0,0000;0,0051;0,15900;765,7312;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-LPX-18D-RN;7LPX18DRN;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4861000400098;2023/03;14,2769;0,0000;14,2769;1,9219;0,0000;1,9219;59,50300;6,6161;Estação Coletora Central de Leste de Poço Xavier;INSTALACAO EMB/DESEMB;728;;;;< ºC;%;;%;> ºC;%;81,34797;7,50709;5,98343;1,16204;1,78897;0,46928;0,48441;0,27841;0,1208;0,0387;0,0017;0;0;0,0057;0,7863;0,0252;2,02953;531,587;39809,2566;09/05/2023
Bahia;Recôncavo;1-GO-1-BA;1GO  0001  BA;GOMO;PetroRecôncavo;480000036569716;2023/03;9,3410;0,0000;9,3410;0,0120;0,0000;0,0120;0,37100;1.062,7364;Tanques nas Áreas dos Poços GOX-1 E GO-03;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;65,8877;5,5042;7,9452;2,8195;2,9698;1,0089;1,1128;0,9174;0,4505;0,1274;0,0189;0,0031;0;1,2608;7,0136;2,9602;2,08387;538,09244;34582,899;09/05/2023
Bahia;Recôncavo;7-MG-259-BA;7MG  0259  BA;MIRANGA;SPE Miranga;480000036739735;2023/03;12,8489;0,0000;12,8489;0,8704;0,0000;0,8704;26,97700;957,5755;Est. B de Miranga;INSTALACAO EMB/DESEMB;695;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-1001-RN;7CAM1001RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;4,9886;0,0000;4,9886;0,0008;0,0000;0,0008;0,02400;232,3766;Estação Coletora Canto do Amaro B;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;3-BRSA-991D-RN;3LPX17DRN;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4861000400098;2023/03;84,0599;0,0000;84,0599;9,0603;0,0000;9,0603;280,51100;966,0880;Estação Coletora Central de Leste de Poço Xavier;INSTALACAO EMB/DESEMB;728;;;;< ºC;%;;%;> ºC;%;81,34797;7,50709;5,98343;1,16204;1,78897;0,46928;0,48441;0,27841;0,1208;0,0387;0,0017;0;0;0,0057;0,7863;0,0252;2,02953;531,587;39809,2566;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-1217-RN;7CAM1217RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;21,9993;0,0000;21,9993;0,0035;0,0000;0,0035;0,10600;236,4841;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PJ-28-RN;7PJ28RN;PAJEÚ;Potiguar E&P S.A.;480000038139701;2023/03;8,9106;0,0000;8,9106;0,0113;0,0000;0,0113;0,35100;63,0344;Estação Coletora de Pajeú;INSTALACAO EMB/DESEMB;737;;;;< ºC;%;;%;> ºC;%;63,168;0,2304;0,394;1,2512;2,5625;1,4352;1,5261;1,0473;0,4742;0,1628;0,0149;0;0;0,3059;23,7638;3,6637;2,36904;572,18378;26309,0136;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-294-RN;7ARG 0294  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;1,5185;0,0000;1,5185;0,0009;0,0000;0,0009;0,02900;204,1110;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;743;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-LPX-14-RN;7LPX14RN;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4861000400098;2023/03;12,5179;0,0000;12,5179;0,0346;0,0000;0,0346;1,07000;129,5831;Estação Coletora Central de Leste de Poço Xavier;INSTALACAO EMB/DESEMB;731;;;;< ºC;%;;%;> ºC;%;81,34797;7,50709;5,98343;1,16204;1,78897;0,46928;0,48441;0,27841;0,1208;0,0387;0,0017;0;0;0,0057;0,7863;0,0252;2,02953;531,587;39809,2566;09/05/2023
Bahia;Recôncavo;7-MGP-90D-BA;7MGP90DBA;MIRANGA;SPE Miranga;480000036739735;2023/03;0,0000;0,0000;0,0000;0,0000;3,2186;3,2186;99,75800;0,0000;Est. de Gás Não Associado (EGNA);INSTALACAO EMB/DESEMB;725;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Bahia;Recôncavo;7-MG-268-BA;7MG  0268  BA;MIRANGA;SPE Miranga;480000036739735;2023/03;25,0046;0,0000;25,0046;0,2546;0,0000;0,2546;7,89100;498,1049;Est. A de Miranga;INSTALACAO EMB/DESEMB;718;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-577-RN;7CAM 0577  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;0,4492;0,0000;0,4492;0,0001;0,0000;0,0001;0,00100;122,5050;Estação Coletora Canto do Amaro A;INSTALACAO EMB/DESEMB;586;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-LPX-13-RN;7LPX13RN;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4861000400098;2023/03;17,6387;0,0000;17,6387;1,1320;0,0000;1,1320;35,04600;46,6889;Estação Coletora Central de Leste de Poço Xavier;INSTALACAO EMB/DESEMB;731;;;;< ºC;%;;%;> ºC;%;81,34797;7,50709;5,98343;1,16204;1,78897;0,46928;0,48441;0,27841;0,1208;0,0387;0,0017;0;0;0,0057;0,7863;0,0252;2,02953;531,587;39809,2566;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-1222-RN;7CAM1222RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;28,2181;0,0000;28,2181;0,0045;0,0000;0,0045;0,13700;1.089,0968;Estação Coletora Canto do Amaro F;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PJ-24-RN;7PJ  0024  RN;PAJEÚ;Potiguar E&P S.A.;480000038139701;2023/03;0,5338;0,0000;0,5338;0,0007;0,0000;0,0007;0,02100;25,7639;Estação Coletora de Pajeú;INSTALACAO EMB/DESEMB;731;;;;< ºC;%;;%;> ºC;%;63,168;0,2304;0,394;1,2512;2,5625;1,4352;1,5261;1,0473;0,4742;0,1628;0,0149;0;0;0,3059;23,7638;3,6637;2,36904;572,18378;26309,0136;09/05/2023
Rio Grande do Norte;Potiguar;9-ARG-278-RN;9ARG 0278  RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;4,8058;0,0000;4,8058;0,0030;0,0000;0,0030;0,09200;416,6547;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-LPX-7-RN;7LPX 0007  RN;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4861000400098;2023/03;45,4305;0,0000;45,4305;0,6395;0,0000;0,6395;19,79900;25,1357;Estação Coletora Central de Leste de Poço Xavier;INSTALACAO EMB/DESEMB;732;;;;< ºC;%;;%;> ºC;%;81,34797;7,50709;5,98343;1,16204;1,78897;0,46928;0,48441;0,27841;0,1208;0,0387;0,0017;0;0;0,0057;0,7863;0,0252;2,02953;531,587;39809,2566;09/05/2023
Bahia;Recôncavo;7-MGP-89D-BA;7MGP89DBA;MIRANGA;SPE Miranga;480000036739735;2023/03;0,0000;0,0000;0,0000;0,0000;0,2385;0,2385;7,39200;0,0000;Est. A de Miranga;INSTALACAO EMB/DESEMB;180;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Bahia;Recôncavo;7-MG-272-BA;7MG  0272  BA;MIRANGA;SPE Miranga;480000036739735;2023/03;28,0854;0,0000;28,0854;0,7979;0,0000;0,7979;24,72900;38,9601;Est. C de Miranga;INSTALACAO EMB/DESEMB;744;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-596-RN;7CAM 0596  RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;9,0328;0,0000;9,0328;0,0015;0,0000;0,0015;0,04400;294,1375;Estação Coletora Canto do Amaro D;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-LPX-6-RN;7LPX 0006  RN;LESTE DE POÇO XAVIER;Potiguar E&P S.A.;4861000400098;2023/03;8,9035;0,0000;8,9035;0,2105;0,0000;0,2105;6,51500;1,8938;Estação Coletora Central de Leste de Poço Xavier;INSTALACAO EMB/DESEMB;729;;;;< ºC;%;;%;> ºC;%;81,34797;7,50709;5,98343;1,16204;1,78897;0,46928;0,48441;0,27841;0,1208;0,0387;0,0017;0;0;0,0057;0,7863;0,0252;2,02953;531,587;39809,2566;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-1154-RN;7CAM1154RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;5,0844;0,0000;5,0844;0,0008;0,0000;0,0008;0,02400;284,2241;Estação Coletora Canto do Amaro G;INSTALACAO EMB/DESEMB;546;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Rio Grande do Norte;Potiguar;7-PJ-22-RN;7PJ  0022  RN;PAJEÚ;Potiguar E&P S.A.;480000038139701;2023/03;3,2328;0,0000;3,2328;0,0041;0,0000;0,0041;0,12800;71,6921;Estação Coletora de Pajeú;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;63,168;0,2304;0,394;1,2512;2,5625;1,4352;1,5261;1,0473;0,4742;0,1628;0,0149;0;0;0,3059;23,7638;3,6637;2,36904;572,18378;26309,0136;09/05/2023
Rio Grande do Norte;Potiguar;7-MAG-67-RN;7MAG67RN;MONTE ALEGRE;Petrobras;480000038099725;2023/03;9,3422;0,0000;9,3422;0,0160;0,0000;0,0160;0,49700;422,4313;Estação Central de Monte Alegre;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;94,17;0,95;0,01;0;0,01;0;0;0;0;0;0;0;0;0,05;4,25;0,56;2,12722;543,35354;36143,0297;09/05/2023
Rio Grande do Norte;Potiguar;7-VRG-2-RN;7VRG 0002  RN;VARGINHA;Potiguar E&P S.A.;4861000400298;2023/03;47,2622;0,0000;47,2622;0,4985;0,0000;0,4985;15,45200;191,0879;Estação Coletora Central de Leste de Poço Xavier;INSTALACAO EMB/DESEMB;729;;;;< ºC;%;;%;> ºC;%;81,34797;7,50709;5,98343;1,16204;1,78897;0,46928;0,48441;0,27841;0,1208;0,0387;0,0017;0;0;0,0057;0,7863;0,0252;2,02953;531,587;39809,2566;09/05/2023
Bahia;Recôncavo;7-MGP-46D-BA;7MGP46DBA;MIRANGA;SPE Miranga;480000036739735;2023/03;0,0000;0,0000;0,0000;0,0000;8,7489;8,7489;271,16400;0,0000;Est. C de Miranga;INSTALACAO EMB/DESEMB;744;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-783D-RN;7ARG783DRN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;2,0493;0,0000;2,0493;0,0013;0,0000;0,0013;0,03900;25,9942;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-748-RN;7ARG748RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;1,3395;0,0000;1,3395;0,0008;0,0000;0,0008;0,02600;137,5930;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;726;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;3-BRSA-873-RN;3MZ3RN;SIBITE;Potiguar E&P S.A.;486100092252002;2023/03;58,5896;0,0000;58,5896;0,0993;0,0000;0,0993;3,07900;234,3782;Estação Coletora de Riacho da Forquilha;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;72,4655;12,9757;8,9614;1,3313;2,1944;0,4196;0,4043;0,1413;0,0408;0,0039;0;0;0;0,0048;1,0438;0,0132;2,00066;528,13407;41606,1974;09/05/2023
Rio Grande do Norte;Potiguar;7-CAM-1162-RN;7CAM1162RN;CANTO DO AMARO;Petrobras;480000037929724;2023/03;4,6928;0,0000;4,6928;0,0007;0,0000;0,0007;0,02200;385,0674;Estação Coletora Canto do Amaro J;INSTALACAO EMB/DESEMB;704;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;61,43;16,8;12,43;2,59;3,66;0,78;0,53;0,39;0,1;0,05;0,02;0;0;0;0,3;0,92;2,03149;531,83423;43282,9305;09/05/2023
Bahia;Recôncavo;1-ALV-8D-BA;1-ALV-182-B1-BA;MÃE-DA-LUA;Alvopetro;48610001427200839;2023/03;3,7820;0,0000;3,7820;0,0452;0,0000;0,0452;1,40200;0,9435;Ponto de Coleta Poço 1ALVBDBA REC-T-182;INSTALACAO EMB/DESEMB;36;;;;< ºC;%;;%;> ºC;%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-MAG-66-RN;7MAG66RN;MONTE ALEGRE;Petrobras;480000038099725;2023/03;7,9276;0,0000;7,9276;0,0107;0,0000;0,0107;0,33200;700,1920;Estação Central de Monte Alegre;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;94,17;0,95;0,01;0;0,01;0;0;0;0;0;0;0;0;0,05;4,25;0,56;2,12722;543,35354;36143,0297;09/05/2023
Rio Grande do Norte;Potiguar;7-SIB-1-RN;7SIB1RN;SIBITE;Potiguar E&P S.A.;486100092252002;2023/03;0,4965;0,0000;0,4965;0,0171;0,0000;0,0171;0,53100;89,0722;Estação Coletora de Riacho da Forquilha;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;72,4655;12,9757;8,9614;1,3313;2,1944;0,4196;0,4043;0,1413;0,0408;0,0039;0;0;0;0,0048;1,0438;0,0132;2,00066;528,13407;41606,1974;09/05/2023
Bahia;Recôncavo;7-MGP-82P-BA;7MGP82PBA;MIRANGA;SPE Miranga;480000036739735;2023/03;0,0000;0,0000;0,0000;0,0000;1,5913;1,5913;49,32000;0,0000;Est. de Gás Não Associado (EGNA);INSTALACAO EMB/DESEMB;744;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-787D-RN;7ARG787DRN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;2,1410;0,0000;2,1410;0,0013;0,0000;0,0013;0,04100;32,3838;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-747-RN;7ARG747RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;3,8867;0,0000;3,8867;0,0024;0,0000;0,0024;0,07500;27,4820;Estação Coletora B de Alto do Rodrigues;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;3-BRSA-893-RN;3ABV3RN;PATATIVA;Potiguar E&P S.A.;486100092262002;2023/03;4,3461;0,0000;4,3461;0,1207;0,0000;0,1207;3,74100;27,0111;Estação Coletora Central de Leste de Poço Xavier;INSTALACAO EMB/DESEMB;542;;;;< ºC;%;;%;> ºC;%;81,34797;7,50709;5,98343;1,16204;1,78897;0,46928;0,48441;0,27841;0,1208;0,0387;0,0017;0;0;0,0057;0,7863;0,0252;2,02953;531,587;39809,2566;09/05/2023
Bahia;Recôncavo;7-MGP-43D-BA;7MGP43DBA;MIRANGA;SPE Miranga;480000036739735;2023/03;0,0000;0,0000;0,0000;0,0000;15,2692;15,2692;473,25400;0,0000;Est. de Gás Não Associado (EGNA);INSTALACAO EMB/DESEMB;744;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Bahia;Recôncavo;7-AG-407D-BA;7AG407DBA;ÁGUA GRANDE;3R Rio Ventura S.A;480000036299743;2023/03;33,9033;0,0000;33,9033;0,3343;0,0000;0,3343;0,00000;747,5516;Estação Olinda;INSTALACAO EMB/DESEMB;717;;;;< ºC;%;;%;> ºC;%;85,391;9,595;1,039;0,221;0,318;0,146;0,18;0,198;0,093;0,038;0;0;0;0,023;1,296;1,462;2,03865;532,63022;39428,7715;09/05/2023
Rio Grande do Norte;Potiguar;7-MAG-94-RN;7MAG94RN;MONTE ALEGRE;Petrobras;480000038099725;2023/03;0,6943;0,0000;0,6943;0,0011;0,0000;0,0011;0,03500;382,7146;Estação Central de Monte Alegre;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;94,17;0,95;0,01;0;0,01;0;0;0;0;0;0;0;0;0,05;4,25;0,56;2,12722;543,35354;36143,0297;09/05/2023
Rio Grande do Norte;Potiguar;7-PAT-1D-RN;7PAT1DRN;PATATIVA;Potiguar E&P S.A.;486100092262002;2023/03;26,4135;0,0000;26,4135;0,2200;0,0000;0,2200;6,82000;680,4601;Estação Coletora Central de Leste de Poço Xavier;INSTALACAO EMB/DESEMB;727;;;;< ºC;%;;%;> ºC;%;81,34797;7,50709;5,98343;1,16204;1,78897;0,46928;0,48441;0,27841;0,1208;0,0387;0,0017;0;0;0,0057;0,7863;0,0252;2,02953;531,587;39809,2566;09/05/2023
Bahia;Recôncavo;7-MGP-76D-BA;7MGP76DBA;MIRANGA;SPE Miranga;480000036739735;2023/03;0,0000;0,0000;0,0000;0,0000;4,0372;4,0372;125,12700;0,0000;Est. de Gás Não Associado (EGNA);INSTALACAO EMB/DESEMB;742;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-785D-RN;7ARG785DRN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;6,6429;0,0000;6,6429;0,0041;0,0000;0,0041;0,12800;230,8983;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-ARG-552-RN;7ARG552RN;ALTO DO RODRIGUES;Petrobras;480000037849704;2023/03;0,6933;0,0000;0,6933;0,0004;0,0000;0,0004;0,01300;37,9038;Estação Coletora A de Alto do Rodrigues;INSTALACAO EMB/DESEMB;744;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;79,243;0,034;0;0,002;0,002;0,004;0,005;0,01;0,005;0;0;0;0;0,264;19,24;1,211;2,44864;580,83019;29910,4577;09/05/2023
Rio Grande do Norte;Potiguar;7-LV-62-RN;7LV62RN;LIVRAMENTO;Potiguar E&P S.A.;480000038059774;2023/03;13,2043;0,0000;13,2043;0,2160;0,0000;0,2160;6,65300;1,1279;Estação Coleta de Livramento;INSTALACAO EMB/DESEMB;744;;;;< ºC;%;;%;> ºC;%;75,55304;10,11463;6,71338;1,15518;2,10485;0,58774;0,78845;0,61534;0,32276;0,079;0,0033;0;0;0;1,70832;0,25401;2,02835;531,42852;40217,848;09/05/2023
Bahia;Recôncavo;7-MG-416D-BA;7MG  0416D BA;MIRANGA;SPE Miranga;480000036739735;2023/03;1,8835;0,0000;1,8835;0,2644;0,0000;0,2644;8,19400;29,3529;Est. B de Miranga;INSTALACAO EMB/DESEMB;739;2023/02;Miranga ECOL-B;36,4;< 210ºC;22.63%;210ºC a 500ºC;21.27%;> 500ºC;56.1%;81,77;9,53;3,96;0,8;1,16;0,32;0,34;0,29;0,14;0,04;0;0;0;0;0,4;1,25;2,03033;531,67629;39990,7849;09/05/2023
